IFGW,FX114,Tópicos de Extensão IV,N,Sábado,14:00,15:00,IF14,Ana Amelia Bergamini Machado,
IFGW,FX114,Tópicos de Extensão IV,O,Sábado,15:00,16:00,IF14,Thiago Vasconcelos Ribeiro,
IFGW,FX114,Tópicos de Extensão IV,P,Sábado,16:00,17:00,IF14,Guilherme Stecca Marcom,
IFGW,FX114,Tópicos de Extensão IV,Q,Sábado,17:00,18:00,IF14,Pedro Cunha De Holanda,
IFGW,FX114,Tópicos de Extensão IV,R,Sábado,14:00,15:00,IF15,Jun Takahashi,
IFGW,FX114,Tópicos de Extensão IV,S,Sábado,10:00,11:00,LF13,Alexandre Fontes Da Fonseca,
IFGW,FX118,Tópicos de Extensão VIII,A,Sábado,15:00,16:00,IF15,Sandro Guedes De Oliveira,
IFGW,FX118,Tópicos de Extensão VIII,B,Sábado,08:00,09:00,LF10,Gabriela Castellano,
IFGW,FX118,Tópicos de Extensão VIII,C,Sábado,09:00,10:00,LF10,Gabriela Castellano,
IFGW,FX118,Tópicos de Extensão VIII,D,Sábado,10:00,11:00,LF10,Alexandre Fontes Da Fonseca,
IFGW,FX118,Tópicos de Extensão VIII,E,Sábado,11:00,12:00,LF10,ADRIANO LANA CHERCHIGLIA,
IFGW,FX118,Tópicos de Extensão VIII,F,Sábado,14:00,15:00,LF10,"Leandro Russovski Tessler, Pierre Louis De Assis",
IFGW,FX118,Tópicos de Extensão VIII,G,Sábado,15:00,16:00,LF10,"Cristiane Jahnke Fiorini Da Silva, Jose Antonio Brum",
IFGW,FX118,Tópicos de Extensão VIII,H,Sábado,16:00,17:00,LF10,Andre Koch Torres De Assis,
IFGW,FX118,Tópicos de Extensão VIII,I,Sábado,17:00,18:00,LF10,Flavia Sobreira,
IFGW,FX118,Tópicos de Extensão VIII,J,Sábado,08:00,09:00,LF11,Flavia Sobreira,
IFGW,FX118,Tópicos de Extensão VIII,K,Sábado,09:00,10:00,LF11,"Alessandra Tomal, Andre Monteiro Paschoal, Mario Antonio Bernal Rodriguez",
IFGW,FX118,Tópicos de Extensão VIII,L,Sábado,10:00,11:00,LF11,Sandro Guedes De Oliveira,
IFGW,FX118,Tópicos de Extensão VIII,M,Sábado,11:00,12:00,LF11,Sandro Guedes De Oliveira,
IFGW,FX118,Tópicos de Extensão VIII,N,Sábado,14:00,15:00,LF11,Ana Amelia Bergamini Machado,
IFGW,FX118,Tópicos de Extensão VIII,O,Sábado,15:00,16:00,LF11,Thiago Vasconcelos Ribeiro,
IFGW,FX118,Tópicos de Extensão VIII,P,Sábado,16:00,17:00,LF11,Guilherme Stecca Marcom,
IFGW,FX118,Tópicos de Extensão VIII,Q,Sábado,17:00,18:00,LF11,Pedro Cunha De Holanda,
IFGW,FX118,Tópicos de Extensão VIII,R,Sábado,08:00,09:00,LF13,Jun Takahashi,
IFGW,FX118,Tópicos de Extensão VIII,S,Sábado,09:00,10:00,LF13,Alexandre Fontes Da Fonseca,
IMECC,MA044,Matemática IV,A,Segunda,08:00,10:00,PB18,André Magalhães de Sá Gomes,"1, 4, 28, 51, 108"
IMECC,MA044,Matemática IV,A,Quarta,08:00,10:00,PB18,André Magalhães de Sá Gomes,"1, 4, 28, 51, 108"
IMECC,MA044,Matemática IV,Z,Terça,19:00,21:00,PB04,Tiago Jardim Da Fonseca,29
IMECC,MA044,Matemática IV,Z,Quinta,21:00,23:00,PB04,Tiago Jardim Da Fonseca,29
IMECC,MA093,Matemática Básica 2,A,Quarta,14:00,16:00,CB06,Francisco De Assis Magalhaes Gomes Neto,200
IMECC,MA093,Matemática Básica 2,A,Quinta,08:00,10:00,CB06,Francisco De Assis Magalhaes Gomes Neto,200
IMECC,MA093,Matemática Básica 2,A,Sexta,14:00,16:00,CB06,Francisco De Assis Magalhaes Gomes Neto,200
IMECC,MA111,Cálculo I,A,Segunda,08:00,10:00,CB05,Anne Caroline Bronzi,
IMECC,MA111,Cálculo I,A,Quarta,08:00,10:00,CB04,Anne Caroline Bronzi,
IMECC,MA111,Cálculo I,A,Sexta,08:00,10:00,CB14,Anne Caroline Bronzi,
IMECC,MA111,Cálculo I,B,Segunda,08:00,10:00,CB05,Anne Caroline Bronzi,
IMECC,MA111,Cálculo I,B,Quarta,08:00,10:00,CB04,Anne Caroline Bronzi,
IMECC,MA111,Cálculo I,B,Sexta,08:00,10:00,CB13,Anne Caroline Bronzi,
IMECC,MA111,Cálculo I,V,Segunda,19:00,21:00,CB05,Ademir Pastor Ferreira,56
IMECC,MA111,Cálculo I,V,Quarta,21:00,23:00,CB05,Ademir Pastor Ferreira,56
IMECC,MA111,Cálculo I,V,Sexta,19:00,21:00,CB14,Ademir Pastor Ferreira,56
IMECC,MA111,Cálculo I,W,Segunda,19:00,21:00,CB05,Ademir Pastor Ferreira,
IMECC,MA111,Cálculo I,W,Quarta,21:00,23:00,CB05,Ademir Pastor Ferreira,
IMECC,MA111,Cálculo I,W,Sexta,19:00,21:00,CB15,Ademir Pastor Ferreira,
IMECC,MA111,Cálculo I,Z,Segunda,19:00,21:00,CB06,Lucas Catao De Freitas Ferreira,"29, 40"
IMECC,MA111,Cálculo I,Z,Quarta,21:00,23:00,CB06,Lucas Catao De Freitas Ferreira,"29, 40"
IMECC,MA111,Cálculo I,Z,Sexta,19:00,21:00,PB13,Lucas Catao De Freitas Ferreira,"29, 40"
IMECC,MA141,Geometria Analítica e Vetores,D,Terça,08:00,10:00,CB01,Wagner Alan Aparecido da Rocha,
IMECC,MA141,Geometria Analítica e Vetores,D,Quinta,08:00,10:00,CB01,Wagner Alan Aparecido da Rocha,
IMECC,MA141,Geometria Analítica e Vetores,P,Terça,16:00,18:00,PB13,Diego Sebastian Ledesma,53
IMECC,MA141,Geometria Analítica e Vetores,P,Quinta,16:00,18:00,CB05,Diego Sebastian Ledesma,53
IMECC,MA141,Geometria Analítica e Vetores,Y,Terça,19:00,21:00,CB06,Marcio Antonio De Faria Rosa,"40, 56"
IMECC,MA141,Geometria Analítica e Vetores,Y,Quinta,21:00,23:00,CB06,Marcio Antonio De Faria Rosa,"40, 56"
IMECC,MA211,Cálculo II,1,Segunda,08:00,10:00,PB13,Joao Vitor Da Silva,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,1,Quarta,08:00,10:00,PB13,Joao Vitor Da Silva,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,1,Sexta,08:00,10:00,CB16,Joao Vitor Da Silva,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,2,Segunda,08:00,10:00,PB13,Joao Vitor Da Silva,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,2,Quarta,08:00,10:00,PB13,Joao Vitor Da Silva,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,2,Sexta,08:00,10:00,CB12,Joao Vitor Da Silva,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,5,Segunda,08:00,10:00,CB04,Alessio Fiscella,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,5,Quarta,08:00,10:00,CB05,Alessio Fiscella,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,5,Sexta,08:00,10:00,CB10,Alessio Fiscella,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,6,Segunda,08:00,10:00,CB04,Alessio Fiscella,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,6,Quarta,08:00,10:00,CB05,Alessio Fiscella,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,6,Sexta,08:00,10:00,PB14,Alessio Fiscella,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,A,Segunda,08:00,10:00,PB01,Christian Da Silva Rodrigues,"1, 4, 28, 51, 108"
IMECC,MA211,Cálculo II,A,Quarta,08:00,10:00,PB01,Christian Da Silva Rodrigues,"1, 4, 28, 51, 108"
IMECC,MA211,Cálculo II,A,Sexta,08:00,10:00,PB01,Christian Da Silva Rodrigues,"1, 4, 28, 51, 108"
IMECC,MA211,Cálculo II,B,Segunda,08:00,10:00,CB18,Sahibzada Waleed Noor,"1, 4, 28, 51, 108"
IMECC,MA211,Cálculo II,B,Quarta,08:00,10:00,CB18,Sahibzada Waleed Noor,"1, 4, 28, 51, 108"
IMECC,MA211,Cálculo II,B,Sexta,08:00,10:00,CB18,Sahibzada Waleed Noor,"1, 4, 28, 51, 108"
IMECC,MA211,Cálculo II,D,Segunda,08:00,10:00,PB17,Juan Francisco Camasca Fernandez,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,D,Quarta,08:00,10:00,PB17,Juan Francisco Camasca Fernandez,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,D,Sexta,08:00,10:00,PB13,Juan Francisco Camasca Fernandez,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,E,Segunda,08:00,10:00,PB17,Juan Francisco Camasca Fernandez,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,E,Quarta,08:00,10:00,PB17,Juan Francisco Camasca Fernandez,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,E,Sexta,08:00,10:00,PB18,Juan Francisco Camasca Fernandez,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,G,Segunda,08:00,10:00,CB01,Ricardo Miranda Martins,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,G,Quarta,08:00,10:00,CB01,Ricardo Miranda Martins,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,G,Sexta,08:00,10:00,CB17,Ricardo Miranda Martins,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,H,Segunda,08:00,10:00,CB01,Ricardo Miranda Martins,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,H,Quarta,08:00,10:00,CB01,Ricardo Miranda Martins,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,H,Sexta,08:00,10:00,CB15,Ricardo Miranda Martins,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,K,Segunda,08:00,10:00,PB14,Luiz Fernando da Silva Gouveia,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,K,Quarta,08:00,10:00,PB14,Luiz Fernando da Silva Gouveia,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,K,Quinta,16:00,18:00,CB14,Luiz Fernando da Silva Gouveia,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,L,Segunda,08:00,10:00,PB14,Luiz Fernando da Silva Gouveia,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,L,Quarta,08:00,10:00,PB14,Luiz Fernando da Silva Gouveia,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,L,Quinta,16:00,18:00,CB13,Luiz Fernando da Silva Gouveia,"2, 5, 8, 9, 10, 11, 12, 13, 34"
IMECC,MA211,Cálculo II,T,Segunda,19:00,21:00,PB14,Joao Vitor Da Silva,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,T,Quarta,21:00,23:00,PB14,Joao Vitor Da Silva,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,T,Sexta,19:00,21:00,CB11,Joao Vitor Da Silva,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,U,Segunda,19:00,21:00,PB14,Joao Vitor Da Silva,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,U,Quarta,21:00,23:00,PB14,Joao Vitor Da Silva,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,U,Sexta,19:00,21:00,CB10,Joao Vitor Da Silva,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,V,Segunda,19:00,21:00,PB13,Juan Francisco Camasca Fernandez,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,V,Quarta,21:00,23:00,PB13,Juan Francisco Camasca Fernandez,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,V,Sexta,19:00,21:00,CB07,Juan Francisco Camasca Fernandez,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,W,Segunda,19:00,21:00,PB13,Juan Francisco Camasca Fernandez,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,W,Quarta,21:00,23:00,PB13,Juan Francisco Camasca Fernandez,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,W,Sexta,19:00,21:00,CB08,Juan Francisco Camasca Fernandez,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,X,Segunda,19:00,21:00,CB03,Luiz Fernando da Silva Gouveia,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,X,Quarta,21:00,23:00,CB03,Luiz Fernando da Silva Gouveia,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,X,Sexta,19:00,21:00,CB13,Luiz Fernando da Silva Gouveia,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,Y,Segunda,19:00,21:00,CB03,Luiz Fernando da Silva Gouveia,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,Y,Quarta,21:00,23:00,CB03,Luiz Fernando da Silva Gouveia,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA211,Cálculo II,Y,Sexta,19:00,21:00,CB12,Luiz Fernando da Silva Gouveia,"39, 40, 41, 42, 43, 49, 50, 56"
IMECC,MA224,Resolução de Problemas Matemáticos,Z,Terça,19:00,21:00,CB10,Jose Regis Azevedo Varao Filho,29
IMECC,MA224,Resolução de Problemas Matemáticos,Z,Sexta,19:00,21:00,CB16,Jose Regis Azevedo Varao Filho,29
IMECC,MA311,Cálculo III,C,Segunda,08:00,10:00,CB06,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,C,Quarta,08:00,10:00,CB06,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,C,Sexta,08:00,10:00,CB11,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,D,Segunda,08:00,10:00,CB06,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,D,Quarta,08:00,10:00,CB06,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,D,Sexta,08:00,10:00,CB08,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,E,Segunda,16:00,18:00,CB05,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,E,Quarta,16:00,18:00,CB05,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,E,Sexta,16:00,18:00,CB15,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,F,Segunda,16:00,18:00,CB05,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,F,Quarta,16:00,18:00,CB05,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,F,Sexta,16:00,18:00,CB14,Ketty Abaroa De Rezende,
IMECC,MA311,Cálculo III,X,Segunda,19:00,21:00,CB02,Yuri Dimitrov Bozhkov,
IMECC,MA311,Cálculo III,X,Quarta,21:00,23:00,CB02,Yuri Dimitrov Bozhkov,
IMECC,MA311,Cálculo III,X,Sexta,19:00,21:00,CB02,Yuri Dimitrov Bozhkov,
IMECC,MA311,Cálculo III,Y,Segunda,19:00,21:00,CB02,Yuri Dimitrov Bozhkov,
IMECC,MA311,Cálculo III,Y,Quarta,21:00,23:00,CB02,Yuri Dimitrov Bozhkov,
IMECC,MA311,Cálculo III,Y,Sexta,19:00,21:00,CB04,Yuri Dimitrov Bozhkov,
IMECC,MA312,Modelagem Matemática e Equações Diferenciais,Z,Segunda,19:00,21:00,PB10,Gabriela Del Valle Planas,29
IMECC,MA312,Modelagem Matemática e Equações Diferenciais,Z,Quarta,21:00,23:00,PB10,Gabriela Del Valle Planas,29
IMECC,MA327,Álgebra Linear,A,Terça,08:00,10:00,CB14,Marcelo De Oliveira Terra Cunha,"1, 4, 28, 51"
IMECC,MA327,Álgebra Linear,A,Quinta,08:00,10:00,CB14,Marcelo De Oliveira Terra Cunha,"1, 4, 28, 51"
IMECC,MA327,Álgebra Linear,B,Terça,08:00,10:00,CB13,Plamen Emilov Kochloukov,"1, 4, 28, 51"
IMECC,MA327,Álgebra Linear,B,Quinta,08:00,10:00,CB13,Plamen Emilov Kochloukov,"1, 4, 28, 51"
IMECC,MA327,Álgebra Linear,C,Terça,08:00,10:00,CB04,Guilherme Vieira Neto,"2, 10, 11, 12, 34"
IMECC,MA327,Álgebra Linear,C,Quinta,08:00,10:00,CB04,Guilherme Vieira Neto,"2, 10, 11, 12, 34"
IMECC,MA327,Álgebra Linear,D,Terça,08:00,10:00,PB13,Andrey Soldatenkov,"2, 10, 11, 12, 34"
IMECC,MA327,Álgebra Linear,D,Quinta,08:00,10:00,PB13,Andrey Soldatenkov,"2, 10, 11, 12, 34"
IMECC,MA327,Álgebra Linear,E,Terça,08:00,10:00,PB14,Osmar Rogerio Reis Severiano,"2, 10, 11, 12, 34"
IMECC,MA327,Álgebra Linear,E,Quinta,08:00,10:00,PB14,Osmar Rogerio Reis Severiano,"2, 10, 11, 12, 34"
IMECC,MA327,Álgebra Linear,F,Terça,08:00,10:00,CB02,Argenis Jose Mendez Garcia,
IMECC,MA327,Álgebra Linear,F,Quinta,08:00,10:00,CB02,Argenis Jose Mendez Garcia,
IMECC,MA327,Álgebra Linear,G,Terça,08:00,10:00,CB05,RENATO VASCONCELLOS VIEIRA,
IMECC,MA327,Álgebra Linear,G,Quinta,08:00,10:00,PB15,RENATO VASCONCELLOS VIEIRA,
IMECC,MA327,Álgebra Linear,X,Terça,19:00,21:00,CB02,Osmar Rogerio Reis Severiano,42
IMECC,MA327,Álgebra Linear,X,Quinta,21:00,23:00,CB02,Osmar Rogerio Reis Severiano,42
IMECC,MA327,Álgebra Linear,Y,Segunda,19:00,21:00,CB17,Pedro Jose Catuogno,49
IMECC,MA327,Álgebra Linear,Y,Quarta,21:00,23:00,CB17,Pedro Jose Catuogno,49
IMECC,MA327,Álgebra Linear,Z,Terça,21:00,23:00,PB13,Plamen Emilov Kochloukov,29
IMECC,MA327,Álgebra Linear,Z,Quinta,19:00,21:00,CB06,Plamen Emilov Kochloukov,29
IMECC,MA419,Análise Real,P,Terça,14:00,16:00,PB04,Eduardo Garibaldi,1
IMECC,MA419,Análise Real,P,Quinta,14:00,16:00,PB04,Eduardo Garibaldi,1
IMECC,MA445,Anéis e Corpos,A,Segunda,16:00,18:00,PB09,Saeed Tafazolian,
IMECC,MA445,Anéis e Corpos,A,Quarta,16:00,18:00,PB09,Saeed Tafazolian,
IMECC,MA449,Introdução às Equações Diferenciais Parciais,P,Segunda,16:00,18:00,PB10,Gabriela Del Valle Planas,
IMECC,MA449,Introdução às Equações Diferenciais Parciais,P,Quarta,16:00,18:00,PB07,Gabriela Del Valle Planas,
IMECC,MA502,Análise I,P,Terça,14:00,16:00,CB14,Paulo Regis Caron Ruffino,"1, 28, 29"
IMECC,MA502,Análise I,P,Quinta,14:00,16:00,CB14,Paulo Regis Caron Ruffino,"1, 28, 29"
IMECC,MA507,Introdução à Análise,Z,Segunda,19:00,21:00,CB15,Lino Anderson Da Silva Grama,29
IMECC,MA507,Introdução à Análise,Z,Quarta,21:00,23:00,CB15,Lino Anderson Da Silva Grama,29
IMECC,MA507,Introdução à Análise,Z,Quinta,21:00,23:00,CB15,Lino Anderson Da Silva Grama,29
IMECC,MA521,Geometria Plana,Z,Terça,19:00,21:00,CB09,Henrique Nogueira De Sa Earp,29
IMECC,MA521,Geometria Plana,Z,Quinta,21:00,23:00,CB09,Henrique Nogueira De Sa Earp,29
IMECC,MA553,Teoria Aritmética dos Números,A,Terça,08:00,10:00,PB11,Saeed Tafazolian,1
IMECC,MA553,Teoria Aritmética dos Números,A,Quinta,08:00,10:00,PB11,Saeed Tafazolian,1
IMECC,MA553,Teoria Aritmética dos Números,Z,Segunda,21:00,23:00,CB14,Ethan Guy Cotterill,29
IMECC,MA553,Teoria Aritmética dos Números,Z,Quarta,19:00,21:00,CB14,Ethan Guy Cotterill,29
IMECC,MA604,Topologia dos Espaços Métricos,A,Segunda,14:00,16:00,PB08,Douglas Duarte Novaes,
IMECC,MA604,Topologia dos Espaços Métricos,A,Quarta,14:00,16:00,PB08,Douglas Duarte Novaes,
IMECC,MA673,Elementos de Álgebra,Z,Segunda,19:00,21:00,IM11,Adriano Adrega De Moura,29
IMECC,MA673,Elementos de Álgebra,Z,Quarta,21:00,23:00,IM11,Adriano Adrega De Moura,29
IMECC,MA711,Tópicos Especiais de Matemática I,A,Terça,10:00,12:00,PB05,Diego Sebastian Ledesma,
IMECC,MA711,Tópicos Especiais de Matemática I,A,Quinta,10:00,12:00,PB05,Diego Sebastian Ledesma,
IMECC,MA719,Álgebra Linear Avançada,A,Terça,10:00,12:00,CB13,Adriano Adrega De Moura,1
IMECC,MA719,Álgebra Linear Avançada,A,Quinta,10:00,12:00,CB13,Adriano Adrega De Moura,1
IMECC,MA725,Tópicos Distinguidos de Matemática II,A,Sexta,10:00,12:00,IM34,Lino Anderson Da Silva Grama,
IMECC,MA726,Tópicos Distinguidos de Matemática III,Z,Segunda,19:00,21:00,PB02,"Giuliano Angelo Zugliani, Plamen Emilov Kochloukov",
IMECC,MA729,Tópicos Distinguidos de Matemática VI,P,Sexta,14:00,16:00,IM34,Jose Regis Azevedo Varao Filho,"1, 29"
IMECC,MA742,Tópicos Especiais de Ensino de Matemática II,P,Quinta,14:00,18:00,PB16,Marcelo Firer,"1, 20, 29, 38"
IMECC,MA750,Recursos Computacionais no Ensino de Matemática,Z,Segunda,21:00,23:00,IM10,Douglas Duarte Novaes,29
IMECC,MA750,Recursos Computacionais no Ensino de Matemática,Z,Quarta,19:00,21:00,IM10,Douglas Duarte Novaes,29
IMECC,MA752,História da Matemática,Z,Segunda,21:00,23:00,CB13,Marcos Benevenuto Jardim,29
IMECC,MA752,História da Matemática,Z,Quarta,19:00,21:00,CB13,Marcos Benevenuto Jardim,29
IMECC,MA840,Matemática do Ensino Médio para Professores II,X,Terça,21:00,23:00,IM11,Gabriel Ponce,29
IMECC,MA840,Matemática do Ensino Médio para Professores II,X,Sexta,21:00,23:00,IM35,Gabriel Ponce,29
IMECC,MA840,Matemática do Ensino Médio para Professores II,Z,Terça,21:00,23:00,IM11,Gabriel Ponce,29
IMECC,MA840,Matemática do Ensino Médio para Professores II,Z,Quinta,21:00,23:00,IM11,Gabriel Ponce,29
IMECC,MA852,Geometria Diferencial,P,Terça,16:00,18:00,PB04,Henrique Nogueira De Sa Earp,1
IMECC,MA852,Geometria Diferencial,P,Quinta,16:00,18:00,PB04,Henrique Nogueira De Sa Earp,1
IMECC,MA901,Estágio Supervisionado I,Z,Quinta,19:00,21:00,IM11,Marcelo Firer,29
IMECC,MA902,Estágio Supervisionado II,Z,Quinta,19:00,21:00,IM14,Marcelo Firer,29
IMECC,ME210,Probabilidade I,A,Segunda,10:00,12:00,CB07,Christophe Frederic Gallesco,2
IMECC,ME210,Probabilidade I,A,Quarta,10:00,12:00,CB07,Christophe Frederic Gallesco,2
IMECC,ME310,Probabilidade II,A,Segunda,10:00,12:00,PB04,Mauricio Enrique Zevallos Herencia,"2, 28"
IMECC,ME310,Probabilidade II,A,Quarta,10:00,12:00,PB04,Mauricio Enrique Zevallos Herencia,"2, 28"
IMECC,ME310,Probabilidade II,B,Segunda,10:00,12:00,CB15,Filidor Edilfonso Vilca Labra,"2, 28"
IMECC,ME310,Probabilidade II,B,Quarta,10:00,12:00,CB15,Filidor Edilfonso Vilca Labra,"2, 28"
IMECC,ME315,Manipulação de Banco de Dados,A,Terça,10:00,12:00,IM10,Carlos Cesar Trucios Maza,2
IMECC,ME315,Manipulação de Banco de Dados,A,Quinta,10:00,12:00,IM10,Carlos Cesar Trucios Maza,2
IMECC,ME322,Inferência,A,Segunda,14:00,16:00,CB13,Diego Fernando De Bernardini,2
IMECC,ME322,Inferência,A,Quarta,14:00,16:00,CB13,Diego Fernando De Bernardini,2
IMECC,ME322,Inferência,A,Sexta,10:00,12:00,CB13,Diego Fernando De Bernardini,2
IMECC,ME323,Introdução aos Modelos Probabilísticos,A,Terça,14:00,16:00,PB18,Rafael Pimentel Maia,9
IMECC,ME323,Introdução aos Modelos Probabilísticos,A,Quinta,14:00,16:00,PB18,Rafael Pimentel Maia,9
IMECC,ME323,Introdução aos Modelos Probabilísticos,B,Segunda,19:00,21:00,CB13,Mariela Pentón Machado,39
IMECC,ME323,Introdução aos Modelos Probabilísticos,B,Quarta,21:00,23:00,CB13,Mariela Pentón Machado,39
IMECC,ME414,Estatística para Experimentalistas,A,Segunda,21:00,23:00,PB16,Alex Rodrigo Dos Santos Sousa,47
IMECC,ME414,Estatística para Experimentalistas,A,Quinta,21:00,23:00,PB16,Alex Rodrigo Dos Santos Sousa,47
IMECC,ME414,Estatística para Experimentalistas,B,Terça,16:00,18:00,CB06,Tatiana Andrea Benaglia Carvalho,"10, 17, 53, 63"
IMECC,ME414,Estatística para Experimentalistas,B,Quinta,16:00,18:00,CB06,Tatiana Andrea Benaglia Carvalho,"10, 17, 53, 63"
IMECC,ME414,Estatística para Experimentalistas,C,Terça,08:00,10:00,CB03,Jesus Enrique Garcia,"10, 13"
IMECC,ME414,Estatística para Experimentalistas,C,Quinta,08:00,10:00,CB03,Jesus Enrique Garcia,"10, 13"
IMECC,ME414,Estatística para Experimentalistas,D,Terça,08:00,10:00,PB16,Carlos Cesar Trucios Maza,"10, 13"
IMECC,ME414,Estatística para Experimentalistas,D,Quinta,08:00,10:00,PB16,Carlos Cesar Trucios Maza,"10, 13"
IMECC,ME414,Estatística para Experimentalistas,E,Terça,16:00,18:00,CB04,Christophe Frederic Gallesco,"10, 17, 53, 63"
IMECC,ME414,Estatística para Experimentalistas,E,Quinta,16:00,18:00,CB04,Christophe Frederic Gallesco,"10, 17, 53, 63"
IMECC,ME415,Método Científico e Técnicas de Pesquisa,A,Segunda,14:00,16:00,PB10,Mariana Rodrigues Motta,2
IMECC,ME415,Método Científico e Técnicas de Pesquisa,A,Quarta,14:00,16:00,PB12,Mariana Rodrigues Motta,2
IMECC,ME430,Técnicas de Amostragem,A,Terça,16:00,18:00,PB15,Rafael Pimentel Maia,2
IMECC,ME430,Técnicas de Amostragem,A,Quinta,16:00,18:00,PB15,Rafael Pimentel Maia,2
IMECC,ME501,Processos Estocásticos,A,Segunda,10:00,12:00,PB15,"Elcio Lebensztayn, Nancy Lopes Garcia",2
IMECC,ME501,Processos Estocásticos,A,Quarta,10:00,12:00,PB15,"Elcio Lebensztayn, Nancy Lopes Garcia",2
IMECC,ME524,Computação Aplicada à Estatística,A,Terça,14:00,16:00,PB15,Caio Lucidius Naberezny Azevedo,2
IMECC,ME524,Computação Aplicada à Estatística,A,Quinta,14:00,16:00,PB15,Caio Lucidius Naberezny Azevedo,2
IMECC,ME613,Análise de Regressão,A,Segunda,16:00,18:00,IM15,Tatiana Andrea Benaglia Carvalho,2
