FEM,EM503,Introdução aos Métodos Numéricos Aplicados à Engenharia,R,Quinta,16:00,18:00,EM25,Marco Lucio Bittencourt,10
FEM,EM506,Resistência dos Materiais II,R,Segunda,21:00,23:00,CB08,Jose Ricardo Pelaquim Mendes,49
FEM,EM506,Resistência dos Materiais II,R,Quarta,19:00,21:00,CB08,Jose Ricardo Pelaquim Mendes,49
FEM,EM506,Resistência dos Materiais II,S,Segunda,16:00,18:00,EM30,Carlos Henrique Daros,10
FEM,EM506,Resistência dos Materiais II,S,Quarta,16:00,18:00,EM30,Carlos Henrique Daros,10
FEM,EM524,Fenômenos de Transporte,A,Quarta,19:00,21:00,EM25,Ricardo Augusto Mazza,"41, 108"
FEM,EM524,Fenômenos de Transporte,A,Quinta,21:00,23:00,EM25,Ricardo Augusto Mazza,"41, 108"
FEM,EM535,Usinagem dos Materiais,A,Terça,10:00,12:00,EM20,Amauri Hassui,10
FEM,EM535,Usinagem dos Materiais,A,Quinta,10:00,12:00,EM20,Amauri Hassui,10
FEM,EM535,Usinagem dos Materiais,B,Terça,10:00,12:00,EM30,Milla Caroline Gomes,10
FEM,EM535,Usinagem dos Materiais,B,Quinta,10:00,12:00,EM30,Milla Caroline Gomes,10
FEM,EM561,Mecânica dos Fluidos II,R,Terça,08:00,10:00,EM20,Rogerio Goncalves Dos Santos,10
FEM,EM561,Mecânica dos Fluidos II,R,Quinta,08:00,10:00,EM20,Rogerio Goncalves Dos Santos,10
FEM,EM607,Vibrações de Sistemas Mecânicos,A,Quarta,16:00,18:00,PB14,Tiago Henrique Machado,10
FEM,EM607,Vibrações de Sistemas Mecânicos,A,Sexta,10:00,12:00,EM30,Tiago Henrique Machado,10
FEM,EM607,Vibrações de Sistemas Mecânicos,B,Quarta,16:00,18:00,EM20,Milton Dias Junior,10
FEM,EM607,Vibrações de Sistemas Mecânicos,B,Sexta,10:00,12:00,EM20,Milton Dias Junior,10
FEM,EM607,Vibrações de Sistemas Mecânicos,C,Quarta,16:00,18:00,PB12,Laís Carrer Silva,10
FEM,EM607,Vibrações de Sistemas Mecânicos,C,Sexta,10:00,12:00,PB11,Laís Carrer Silva,10
FEM,EM608,Elementos de Máquinas,R,Segunda,19:00,21:00,EM20,Katia Lucchesi Cavalca Dedini,10
FEM,EM608,Elementos de Máquinas,R,Quarta,19:00,21:00,EM20,Katia Lucchesi Cavalca Dedini,10
FEM,EM638,Mecânica e Mecanismos da Fratura,R,Quarta,14:00,16:00,EM20,Juliano Soyama,10
FEM,EM641,Ensaios dos Materiais,A,Terça,14:00,16:00,EM25,"Noe Cheung, RAFAEL KAKITANI",10
FEM,EM641,Ensaios dos Materiais,B,Quinta,14:00,16:00,EM25,"Noe Cheung, RAFAEL KAKITANI",10
FEM,EM665,Processos Metalúrgicos de Fabricação,A,Segunda,10:00,12:00,EM30,Eugenio Jose Zoqui,10
FEM,EM665,Processos Metalúrgicos de Fabricação,A,Quarta,10:00,12:00,EM30,Eugenio Jose Zoqui,10
FEM,EM665,Processos Metalúrgicos de Fabricação,B,Segunda,10:00,12:00,EM20,Joao Batista Fogagnolo,10
FEM,EM665,Processos Metalúrgicos de Fabricação,B,Quarta,10:00,12:00,EM20,Joao Batista Fogagnolo,10
FEM,EM670,Transferência de Calor II,A,Segunda,08:00,10:00,EM20,Fabio Toshio Kanizawa,10
FEM,EM670,Transferência de Calor II,A,Quarta,08:00,10:00,EM20,Fabio Toshio Kanizawa,10
FEM,EM670,Transferência de Calor II,B,Segunda,08:00,10:00,EM30,Ingrid Lopes Motta,10
FEM,EM670,Transferência de Calor II,B,Quarta,08:00,10:00,EM30,Ingrid Lopes Motta,10
FEM,EM670,Transferência de Calor II,C,Segunda,08:00,10:00,PB12,William Roberto Wolf,10
FEM,EM670,Transferência de Calor II,C,Quarta,08:00,10:00,CB11,William Roberto Wolf,10
FEM,EM703,Instrumentação,R,Segunda,14:00,16:00,EM30,Flavio De Campos Bannwart,10
FEM,EM703,Instrumentação,R,Quarta,14:00,16:00,EM30,Flavio De Campos Bannwart,10
FEM,EM707,Controle de Sistemas Mecânicos,R,Segunda,10:00,11:00,LM03,Janito Vaqueiro Ferreira,10
FEM,EM707,Controle de Sistemas Mecânicos,R,Terça,10:00,12:00,LM03,Janito Vaqueiro Ferreira,10
FEM,EM707,Controle de Sistemas Mecânicos,R,Quinta,10:00,11:00,LM03,Janito Vaqueiro Ferreira,10
FEM,EM707,Controle de Sistemas Mecânicos,S,Quarta,10:00,12:00,SM02,Grace Silva Deaecto,10
FEM,EM707,Controle de Sistemas Mecânicos,S,Sexta,10:00,12:00,SM02,Grace Silva Deaecto,10
FEM,EM707,Controle de Sistemas Mecânicos,T,Segunda,21:00,23:00,EM14,Marina Gabriela Sadith Pérez Paredes,10
FEM,EM707,Controle de Sistemas Mecânicos,T,Quarta,19:00,21:00,EM14,Marina Gabriela Sadith Pérez Paredes,10
FEM,EM730,Conformação Mecânica,R,Quinta,19:00,21:00,EM30,Paula Fernanda Da Silva Farina,10
FEM,EM733,Sistemas Produtivos,A,Quarta,14:00,16:00,PB09,Rosley Anholon,10
FEM,EM733,Sistemas Produtivos,A,Sexta,08:00,10:00,PB04,Rosley Anholon,10
FEM,EM733,Sistemas Produtivos,B,Quarta,14:00,16:00,CB12,Robert Eduardo Cooper Ordonez,10
FEM,EM733,Sistemas Produtivos,B,Sexta,08:00,10:00,PB08,Robert Eduardo Cooper Ordonez,10
FEM,EM733,Sistemas Produtivos,C,Terça,08:00,10:00,EM25,Suzana Regina Moro,10
FEM,EM733,Sistemas Produtivos,C,Quinta,08:00,10:00,EM25,Suzana Regina Moro,10
FEM,EM740,Laboratório de Engenharia dos Materiais,A,Quarta,14:00,18:00,LM12,Marcos Akira Davila,10
FEM,EM740,Laboratório de Engenharia dos Materiais,B,Quarta,14:00,18:00,LM12,Marcos Akira Davila,10
FEM,EM740,Laboratório de Engenharia dos Materiais,C,Quinta,14:00,18:00,LM12,Paula Fernanda Da Silva Farina,10
FEM,EM740,Laboratório de Engenharia dos Materiais,D,Quinta,14:00,18:00,LM12,Paula Fernanda Da Silva Farina,10
FEM,EM740,Laboratório de Engenharia dos Materiais,E,Sexta,14:00,18:00,LM12,Paula Fernanda Da Silva Farina,10
FEM,EM740,Laboratório de Engenharia dos Materiais,F,Sexta,14:00,18:00,LM12,Marcos Akira Davila,10
FEM,EM783,Laboratório de Calor e Fluidos I,R,Sexta,14:00,18:00,LM11,Marcelo Souza De Castro,10
FEM,EM783,Laboratório de Calor e Fluidos I,S,Sexta,14:00,18:00,LM11,Marcelo Souza De Castro,10
FEM,EM783,Laboratório de Calor e Fluidos I,T,Quinta,14:00,18:00,LM11,Rosangela Barros Zanoni Lopes Moreno,10
FEM,EM783,Laboratório de Calor e Fluidos I,U,Quinta,14:00,18:00,LM11,Rosangela Barros Zanoni Lopes Moreno,10
FEM,EM790,Engenharia Assistida por Computador,A,Quarta,14:00,16:00,LM08,Auteliano Antunes Dos Santos Junior,"10, 10"
FEM,EM790,Engenharia Assistida por Computador,B,Quarta,16:00,18:00,LM08,Auteliano Antunes Dos Santos Junior,10
FEM,EM807,Laboratório de Dinâmica e Vibrações,A,Sexta,08:00,10:00,LM03,Paulo Roberto Gardel Kurka,10
FEM,EM807,Laboratório de Dinâmica e Vibrações,B,Sexta,10:00,12:00,LM03,Paulo Roberto Gardel Kurka,10
FEM,EM884,Sistemas Fluidotérmicos II,R,Terça,21:00,23:00,CB12,Waldyr Luiz Ribeiro Gallo,10
FEM,EM884,Sistemas Fluidotérmicos II,R,Quinta,19:00,20:00,CB12,Waldyr Luiz Ribeiro Gallo,10
FEM,EM909,Projeto de Sistemas Mecânicos,A,Terça,14:00,18:00,EM20,"Franco Giuseppe Dedini, Helio Fiori De Castro",10
FEM,EM926,Projeto do Produto,R,Terça,19:00,21:00,LM03,Franco Giuseppe Dedini,10
FEM,EM928,Projeto do Processo,R,Segunda,14:00,18:00,LM03,"Eugenio Jose Zoqui, Kaio Niitsu Campo, Milla Caroline Gomes, Robert Eduardo Cooper Ordonez, Suzana Regina Moro",10
FEM,EM984,Sistemas Fluidotérmicos III,A,Terça,16:00,18:00,EM25,Arnaldo Cesar Da Silva Walter,10
FEM,EM984,Sistemas Fluidotérmicos III,A,Quinta,16:00,18:00,LM03,Arnaldo Cesar Da Silva Walter,10
FEM,EM984,Sistemas Fluidotérmicos III,B,Terça,16:00,18:00,EM24,Marlon Max Huamani Bellido,10
FEM,EM984,Sistemas Fluidotérmicos III,B,Quinta,16:00,18:00,LM08,Marlon Max Huamani Bellido,10
FEM,EM989,Tópicos em Mecânica Computacional,A,Quarta,16:00,18:00,EM24,Arthur Guilherme Mereles,"10, 49"
FEM,EM999,Tópicos em Engenharia de Produção,A,Sexta,14:00,16:00,EM14,Jefferson de Souza Pinto,
FEM,ES020,Tópicos em Engenharia Mecatrônica I,A,Sexta,08:00,10:00,LM08,Thales Freitas Peixoto,"10, 10, 49, 49"
FEM,ES040,Tópicos em Engenharia Mecatrônica II,A,Terça,16:00,18:00,SI09,Paulo Henrique Araujo Bezerra,49
FEM,ES040,Tópicos em Engenharia Mecatrônica II,A,Quinta,16:00,18:00,SI09,Paulo Henrique Araujo Bezerra,49
FEM,ES070,Laboratório de Sistemas Embarcados,A,Terça,19:00,21:00,LS04,Rodrigo Moreira Bacurau,49
FEM,ES070,Laboratório de Sistemas Embarcados,B,Sexta,19:00,21:00,LS04,Rodrigo Moreira Bacurau,49
FEM,ES330,Oficinas,A,Sábado,08:00,12:00,SE02,Paula Fernanda Da Silva Farina,49
FEM,ES460,Engenharia Térmica I,A,Terça,21:00,23:00,EM20,Felipe Ramos Coelho,49
FEM,ES460,Engenharia Térmica I,A,Sexta,19:00,21:00,EM20,Felipe Ramos Coelho,49
FEM,ES570,Transferência de Calor I,A,Terça,16:00,18:00,EM30,Rafael Fernandes Mosquim,49
FEM,ES570,Transferência de Calor I,A,Quinta,16:00,18:00,EM30,Rafael Fernandes Mosquim,49
FEM,ES571,Circuitos Lógicos,A,Terça,19:00,21:00,CB08,Andre Ricardo Fioravanti,49
FEM,ES571,Circuitos Lógicos,A,Quinta,21:00,23:00,CB08,Andre Ricardo Fioravanti,49
FEM,ES601,Análise Linear de Sistemas,A,Terça,21:00,23:00,EM30,Juan Francisco Camino Dos Santos,49
FEM,ES601,Análise Linear de Sistemas,A,Quinta,19:00,21:00,EM20,Juan Francisco Camino Dos Santos,49
FEM,ES664,Laboratório de Eletrônica para Automação Industrial,A,Sexta,21:00,23:00,LS03,Pedro Jose Dos Santos Neto,49
FEM,ES664,Laboratório de Eletrônica para Automação Industrial,B,Sexta,19:00,21:00,LS03,Pedro Jose Dos Santos Neto,49
FEM,ES680,Arquitetura e Programação de Microcontroladores,A,Segunda,19:00,21:00,EM25,Rodrigo Moreira Bacurau,
FEM,ES680,Arquitetura e Programação de Microcontroladores,A,Quarta,21:00,23:00,LS04,Rodrigo Moreira Bacurau,
FEM,ES680,Arquitetura e Programação de Microcontroladores,B,Segunda,19:00,21:00,LS04,Rodrigo Moreira Bacurau,49
FEM,ES680,Arquitetura e Programação de Microcontroladores,B,Quarta,21:00,23:00,EM25,Rodrigo Moreira Bacurau,49
FEM,ES690,Sistemas Mecânicos,A,Terça,21:00,23:00,EM25,Gregory Bregion Daniel,49
FEM,ES690,Sistemas Mecânicos,A,Quinta,19:00,21:00,EM25,Gregory Bregion Daniel,49
FEM,ES704,Instrumentação Básica,A,Quinta,21:00,23:00,EM20,Eric Fujiwara,49
FEM,ES710,Controle de Sistemas Mecânicos,A,Segunda,19:00,21:00,EM30,Marina Gabriela Sadith Pérez Paredes,49
FEM,ES710,Controle de Sistemas Mecânicos,A,Quarta,21:00,23:00,EM20,Marina Gabriela Sadith Pérez Paredes,49
FEM,ES728,Controle Avançado de Sistemas,A,Segunda,19:00,21:00,PB09,Ely Carneiro De Paiva,49
FEM,ES728,Controle Avançado de Sistemas,A,Quarta,21:00,23:00,EM30,Ely Carneiro De Paiva,49
FEM,ES879,Sistemas de Aquisição de Dados,A,Terça,21:00,23:00,LM03,Niederauer Mastelari,49
FEM,ES879,Sistemas de Aquisição de Dados,A,Quinta,19:00,21:00,,Niederauer Mastelari,49
FEM,ES925,Laboratório de Automação Industrial,A,Sexta,19:00,21:00,LS01,Niederauer Mastelari,49
FEM,ES926,Automação Industrial,A,Segunda,21:00,23:00,EM20,Marcelo Vinicius De Paula,49
FEM,ES926,Automação Industrial,A,Quarta,19:00,21:00,EM30,Marcelo Vinicius De Paula,49
FEM,ES965,Projeto de Sistemas Mecatrônicos,A,Terça,19:00,21:00,EM30,Ludmila Correa De Alkmin E Silva,49
FEM,ES965,Projeto de Sistemas Mecatrônicos,A,Quinta,21:00,23:00,EM30,Ludmila Correa De Alkmin E Silva,49
IB,BA210,Anatomia Humana II,A,Terça,14:00,17:00,BA02,"Alexandre Leite Rodrigues De Oliveira, Luciana Politti Cartarozzi, Marco Cesar Somazz",27
IB,BA210,Anatomia Humana II,A,Terça,17:00,18:00,IB01,"Alexandre Leite Rodrigues De Oliveira, Luciana Politti Cartarozzi, Marco Cesar Somazz",27
IB,BA210,Anatomia Humana II,B,Terça,19:00,22:00,BA02,"Marco Cesar Somazz, Paulo Henrique Ferreira Caria",45
IB,BA210,Anatomia Humana II,B,Terça,22:00,23:00,IB12,"Marco Cesar Somazz, Paulo Henrique Ferreira Caria",45
IB,BA281,Anatomia Humana Geral,A,Segunda,14:00,17:00,BA02,"Fabio Montico, Valeria Helena Alves Cagnon Quitete",6
IB,BA281,Anatomia Humana Geral,A,Segunda,17:00,18:00,IB12,"Fabio Montico, Valeria Helena Alves Cagnon Quitete",6
IB,BA480,Anatomia Humana Geral,A,Segunda,19:00,22:00,BA02,"Alexandre Leite Rodrigues De Oliveira, Paulo Henrique Ferreira Caria, Wagner Jose Favaro",46
IB,BA480,Anatomia Humana Geral,A,Segunda,22:00,23:00,IB02,"Alexandre Leite Rodrigues De Oliveira, Paulo Henrique Ferreira Caria, Wagner Jose Favaro",46
IB,BA581,Esplancnologia,A,Quarta,14:00,15:00,IB01,"Fabio Montico, Valeria Helena Alves Cagnon Quitete",6
IB,BA581,Esplancnologia,A,Quarta,15:00,18:00,MB04,"Fabio Montico, Valeria Helena Alves Cagnon Quitete",6
IB,BA583,Biologia da Regeneração Nervosa,A,Quarta,08:00,10:00,IB15,"Alexandre Leite Rodrigues De Oliveira, Luciana Politti Cartarozzi",6
IB,BA583,Biologia da Regeneração Nervosa,A,Quarta,10:00,12:00,LB07,"Alexandre Leite Rodrigues De Oliveira, Luciana Politti Cartarozzi",6
IB,BB110,Bioquímica,A,Quarta,08:00,11:00,LB01,Paulo Guimaraes Gandra,27
IB,BB110,Bioquímica,A,Quarta,11:00,12:00,IB12,Paulo Guimaraes Gandra,27
IB,BB110,Bioquímica,B,Segunda,19:00,22:00,LB01,Paulo Guimaraes Gandra,45
IB,BB110,Bioquímica,B,Segunda,22:00,23:00,IB12,Paulo Guimaraes Gandra,45
IB,BB281,Bioquímica de Proteínas,A,Terça,14:00,15:00,IB03,"Andre Ricardo De Lima Damasio, Daniel Martins De Souza",6
IB,BB281,Bioquímica de Proteínas,A,Terça,15:00,18:00,LB01,"Andre Ricardo De Lima Damasio, Daniel Martins De Souza",6
IB,BB281,Bioquímica de Proteínas,B,Quarta,19:00,20:00,IB01,"Andre Ricardo De Lima Damasio, Daniel Martins De Souza",46
IB,BB281,Bioquímica de Proteínas,B,Quarta,20:00,23:00,LB06,"Andre Ricardo De Lima Damasio, Daniel Martins De Souza",46
IB,BB315,Bioquímica,A,Terça,08:00,12:00,IB16,"Claudio Chrysostomo Werneck, Fernanda Ramos Gadelha, Leonardo Talachia Rosa, Paulo Guimaraes Gandra",63
IB,BB315,Bioquímica,A,Quinta,10:00,12:00,IB16,"Claudio Chrysostomo Werneck, Fernanda Ramos Gadelha, Leonardo Talachia Rosa, Paulo Guimaraes Gandra",63
IB,BB315,Bioquímica,A,Quinta,14:00,16:00,IB16,"Claudio Chrysostomo Werneck, Fernanda Ramos Gadelha, Leonardo Talachia Rosa, Paulo Guimaraes Gandra",63
IB,BC282,Biologia Celular II,A,Segunda,08:00,09:00,MB03,"Aline Mara Dos Santos, Cristina Pontes Vicente, Hernandes Faustino De Carvalho, Luciana Bolsoni Lourenco Morandini, Murilo Vieira Geraldo",6
IB,BC282,Biologia Celular II,A,Segunda,09:00,10:00,IB15,"Aline Mara Dos Santos, Cristina Pontes Vicente, Hernandes Faustino De Carvalho, Luciana Bolsoni Lourenco Morandini, Murilo Vieira Geraldo",6
IB,BC283,Biologia Celular II,A,Segunda,19:00,20:00,IB03,"Cristina Pontes Vicente, Hernandes Faustino De Carvalho, Luciana Bolsoni Lourenco Morandini, Murilo Vieira Geraldo",46
IB,BC283,Biologia Celular II,A,Segunda,20:00,21:00,LB04,"Cristina Pontes Vicente, Hernandes Faustino De Carvalho, Luciana Bolsoni Lourenco Morandini, Murilo Vieira Geraldo",46
IB,BC591,Sinalização Celular,A,Quarta,14:00,18:00,PB05,Aline Mara Dos Santos,6
IB,BC592,Biologia Celular do Câncer,A,Terça,14:00,18:00,IB12,Murilo Vieira Geraldo,6
IB,BC680,Biologia Celular e Molecular,A,Sexta,08:00,09:00,IB03,"Hernandes Faustino De Carvalho, Luciana Bolsoni Lourenco Morandini",6
IB,BC680,Biologia Celular e Molecular,A,Sexta,09:00,12:00,MB04,"Hernandes Faustino De Carvalho, Luciana Bolsoni Lourenco Morandini",6
IB,BC695,Citogenética,A,Quarta,14:00,17:00,IB04,Luciana Bolsoni Lourenco Morandini,6
IB,BD520,Fundamentos Éticos para o Exercício Profissional do Biólogo,A,Segunda,08:00,09:00,IB12,"Danilo Ciccone Miguel, Guilherme Oliveira Barbosa, Hernandes Faustino De Carvalho, Jean Carlo Mari Fanton, Murilo Vieira Geraldo, Natashi Aparecida Lima Pilon",6
IB,BD520,Fundamentos Éticos para o Exercício Profissional do Biólogo,A,Segunda,09:00,10:00,LB06,"Danilo Ciccone Miguel, Guilherme Oliveira Barbosa, Hernandes Faustino De Carvalho, Jean Carlo Mari Fanton, Murilo Vieira Geraldo, Natashi Aparecida Lima Pilon",6
IB,BD520,Fundamentos Éticos para o Exercício Profissional do Biólogo,B,Quarta,19:00,20:00,IB03,"Alik Wunder, Danilo Ciccone Miguel, Gildo Girotto Junior, Guilherme Oliveira Barbosa, Jean Carlo Mari Fanton, Liana Maria Cardoso Verinaud, Murilo Vieira Geraldo, Natashi Aparecida Lima Pilon",46
IB,BD520,Fundamentos Éticos para o Exercício Profissional do Biólogo,B,Quarta,20:00,21:00,LB03,"Alik Wunder, Danilo Ciccone Miguel, Gildo Girotto Junior, Guilherme Oliveira Barbosa, Jean Carlo Mari Fanton, Liana Maria Cardoso Verinaud, Murilo Vieira Geraldo, Natashi Aparecida Lima Pilon",46
IB,BD581,Tópicos Especiais em Áreas das Ciências Biológicas VI,A,Segunda,16:00,18:00,PB03,Clarice Weis Arns,"6, 46"
IB,BD581,Tópicos Especiais em Áreas das Ciências Biológicas VI,B,Terça,08:00,10:00,IB02,"Franciane Cedrola Vale, Vera Nisaka Solferini","6, 46"
IB,BD792,Temas Transversais no Ensino de Biologia III,A,Segunda,14:00,16:00,IB13,Ana De Medeiros Arnt,"6, 6"
IB,BE310,Ciências do Ambiente,A,Quinta,10:00,12:00,CB04,Mathias Mistretta Pires,"10, 11, 34, 41, 49, 108"
IB,BE310,Ciências do Ambiente,B,Quinta,21:00,23:00,IB01,Mathias Mistretta Pires,"10, 11, 34, 41, 49, 108"
IB,BE480,Ecologia Básica,A,Sexta,08:00,12:00,IB16,"Martin Francisco Pareja Piaggio, Mathias Mistretta Pires",6
IB,BE480,Ecologia Básica,B,Quarta,19:00,23:00,IB04,Raul Costa Pereira,46
IB,BE588,Ecologia de Montanhas,A,Segunda,16:00,18:00,IB03,Laszlo Karoly Nagy,6
IB,BE588,Ecologia de Montanhas,B,Segunda,21:00,23:00,IB13,Laszlo Karoly Nagy,46
IB,BE594,Ecologia de Interações,A,Segunda,14:00,16:00,IB01,"Martin Francisco Pareja Piaggio, Mathias Mistretta Pires","6, 46"
IB,BF092,O Corpo Humano,A,Terça,16:00,18:00,CB02,"Ana Paula Couto Davel, Andre Schwambach Vieira, Patricia De Oliveira Prada",200
IB,BF223,Fisiologia do Movimento,A,Sexta,10:00,11:00,IB15,Carlos Amilcar Parada,23
IB,BF223,Fisiologia do Movimento,A,Sexta,11:00,12:00,MB02,Carlos Amilcar Parada,23
IB,BF284,Fisiologia e Biofísica Humana Básica,A,Quarta,08:00,12:00,IB04,"Andre Schwambach Vieira, Everardo Magalhaes Carneiro, Helena Cristina De Lima Barbosa, Marcos Divino Ferreira Junior, Maria Andreia Delbin",21
IB,BF284,Fisiologia e Biofísica Humana Básica,A,Quinta,09:00,12:00,IB04,"Andre Schwambach Vieira, Everardo Magalhaes Carneiro, Helena Cristina De Lima Barbosa, Marcos Divino Ferreira Junior, Maria Andreia Delbin",21
IB,BF410,Fisiologia Humana II,A,Terça,10:00,12:00,IB01,"Ana Paula Couto Davel, Andre Schwambach Vieira, Leonardo Dos Reis Silveira",27
IB,BF412,Fisiologia Humana II,A,Terça,19:00,21:00,IB16,"Ana Paula Couto Davel, Andre Schwambach Vieira, Leonardo Dos Reis Silveira",45
IB,BF481,Biofísica e Fisiologia Humana II,A,Segunda,14:00,16:00,IB04,"Dora Maria Grassi, Maria Andreia Delbin, Patricia De Oliveira Prada",6
IB,BF481,Biofísica e Fisiologia Humana II,A,Segunda,16:00,18:00,LB03,"Dora Maria Grassi, Maria Andreia Delbin, Patricia De Oliveira Prada",6
IB,BF483,Biofísica e Fisiologia Humana I,A,Quinta,19:00,21:00,IB02,"Andre Schwambach Vieira, Cesar Renato Sartori, Everardo Magalhaes Carneiro, Helena Cristina De Lima Barbosa, Laís Rosa Viana",46
IB,BF483,Biofísica e Fisiologia Humana I,A,Quinta,21:00,23:00,MB01,"Andre Schwambach Vieira, Cesar Renato Sartori, Everardo Magalhaes Carneiro, Helena Cristina De Lima Barbosa, Laís Rosa Viana",46
IB,BG200,Bioestatística,A,Quinta,14:00,16:00,IB02,Marielton Dos Passos Cunha,6
IB,BG200,Bioestatística,A,Quinta,16:00,18:00,LB01,Marielton Dos Passos Cunha,6
IB,BG200,Bioestatística,B,Quarta,19:00,21:00,IB02,"Marielton Dos Passos Cunha, Renato Vicentini Dos Santos",46
IB,BG200,Bioestatística,B,Quarta,21:00,23:00,MB01,"Marielton Dos Passos Cunha, Renato Vicentini Dos Santos",46
IB,BG282,Genética I,A,Quinta,10:00,11:00,IB03,Goncalo Amarante Guimaraes Pereira,6
IB,BG282,Genética I,A,Quinta,11:00,12:00,MB04,Goncalo Amarante Guimaraes Pereira,6
IB,BG480,Genética e Evolução,A,Quarta,14:00,18:00,CB10,Flavia Maria Darcie Marquitti,6
IB,BG481,Genética I,A,Sexta,21:00,22:00,IB04,Goncalo Amarante Guimaraes Pereira,46
IB,BG481,Genética I,A,Sexta,22:00,23:00,LB02,Goncalo Amarante Guimaraes Pereira,46
IB,BG580,Mecanismos de Evolução,A,Terça,14:00,18:00,IB15,"Franciane Cedrola Vale, Vera Nisaka Solferini",6
IB,BG580,Mecanismos de Evolução,A,Quarta,08:00,10:00,SM01,"Franciane Cedrola Vale, Vera Nisaka Solferini",6
IB,BG582,Genética Molecular,A,Sexta,08:00,09:00,IB04,Marcelo Menossi Teixeira,"6, 46"
IB,BG582,Genética Molecular,A,Sexta,09:00,12:00,MB03,Marcelo Menossi Teixeira,"6, 46"
IB,BG680,Genética e Evolução,A,Terça,19:00,23:00,PB01,Flavia Maria Darcie Marquitti,46
IB,BH127,Embriologia,A,Segunda,08:00,10:00,IB03,Flavia Cristina De Paula Freitas,21
IB,BH282,Fundamentos da Biologia Tecidual,A,Quarta,08:00,10:00,IB03,"Alessandra Valeria De Sousa Faria, Fernanda Crunfli, Marcelo Alves Da Silva Mori, Silvio Roberto Consonni, Talita Miguel Marin",6
IB,BH282,Fundamentos da Biologia Tecidual,A,Quarta,10:00,12:00,LB03,"Alessandra Valeria De Sousa Faria, Fernanda Crunfli, Marcelo Alves Da Silva Mori, Silvio Roberto Consonni, Talita Miguel Marin",6
IB,BH420,Embriologia Comparada,A,Quinta,14:00,15:00,IB03,Lucia Elvira Alvares,6
IB,BH420,Embriologia Comparada,A,Quinta,15:00,16:00,LB03,Lucia Elvira Alvares,6
IB,BH482,Fundamentos da Biologia Tecidual,A,Terça,19:00,21:00,IB01,Henrique Marques Barbosa De Souza,46
IB,BH482,Fundamentos da Biologia Tecidual,A,Terça,21:00,23:00,MB03,Henrique Marques Barbosa De Souza,46
IB,BH620,Embriologia Comparada,A,Sexta,19:00,20:00,IB03,Lucia Elvira Alvares,46
IB,BH620,Embriologia Comparada,A,Sexta,20:00,21:00,LB03,Lucia Elvira Alvares,46
IB,BH684,Embriologia Humana,A,Terça,14:00,16:00,IB13,Flavia Cristina De Paula Freitas,6
IB,BH684,Embriologia Humana,A,Terça,16:00,18:00,LB02,Flavia Cristina De Paula Freitas,6
IB,BI214,Imunologia,A,Terça,14:00,16:00,IB04,"Fabio Trindade Maranhao Costa, Liana Maria Cardoso Verinaud",21
IB,BI214,Imunologia,A,Terça,16:00,17:00,MB02,"Fabio Trindade Maranhao Costa, Liana Maria Cardoso Verinaud",21
IB,BI583,Imunologia,A,Quarta,14:00,16:00,IB02,"Alessandro Dos Santos Farias, Fabio Trindade Maranhao Costa, Marco Aurelio Ramirez Vinolo, Pedro Manoel Mendes De Moraes Vieira",6
IB,BI583,Imunologia,A,Quarta,16:00,18:00,LB08,"Alessandro Dos Santos Farias, Fabio Trindade Maranhao Costa, Marco Aurelio Ramirez Vinolo, Pedro Manoel Mendes De Moraes Vieira",6
IB,BL029,Metodologia e Práticas de Ensino em Biologia II: Ciências Morfofuncionais II,A,Segunda,21:00,23:00,LB07,Ivana Elena Camejo Aviles,46
